idSite	campaign_id	banner_id	AdDeviceType	banner_group_id	AdKeywordId	AdPosition	AdPositionType	AdRegionId	AdRetargetindId	AdPlacement	AdTargetId	AdvertisingSystem	DRF	utm_content	utm_term	utm_medium	utm_campaign	utm_source	date	impressions	clicks	spend	integration_id	sign	avg_impression_position	referrerTypeName	source_medium	marketing_source	traffic_channel	account_login	AdRegionName	avg_impression_position_round	avg_click_position_round	effective_impressions	AdGroupId_name	AdCampaignId_name	AdKeywordId_name	campaign_type
35	23843454470040679	23843454692310679	mobile	23843454692290679	none	none	feed	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	30	4	58.96	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	30	Инстаграм лента видео	Obustrojstvo_doma	none	другое
35	23843454470040679	23843454698110679	mobile	23843454698120679	none	none	feed	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	31	1	20.54	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	31	Инстаграм лента картинки	Obustrojstvo_doma	none	другое
35	23843454470040679	23843454698110679	mobile	23843454698120679	none	none	feed	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	71	3	63.18	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	71	Инстаграм лента картинки	Obustrojstvo_doma	none	другое
35	23843454470040679	23843454720200679	mobile	23843454720180679	none	none	instagram_stories	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	22	1	6.68	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	22	Истории	Obustrojstvo_doma	none	другое
35	23843454470040679	23843454720200679	mobile	23843454720180679	none	none	instagram_stories	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	124	5	142.32	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	124	Истории	Obustrojstvo_doma	none	другое
35	23843454739720679	23843454739710679	desktop	23843454739770679	none	none	feed	none	none	facebook	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	2	0	5.22	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	2	Фейсбук лента картинки	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739710679	mobile	23843454739770679	none	none	feed	none	none	facebook	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	1	0	1.6	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	1	Фейсбук лента картинки	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739710679	desktop	23843454739770679	none	none	right_hand_column	none	none	facebook	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	1	0	0.14	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	1	Фейсбук лента картинки	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739710679	mobile	23843454739770679	none	none	suggested_video	none	none	facebook	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	2	0	1.94	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	2	Фейсбук лента картинки	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739710679	mobile	23843454739770679	none	none	suggested_video	none	none	facebook	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	2	0	0.77	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	2	Фейсбук лента картинки	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739730679	mobile	23843454739790679	none	none	feed	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	1	0	1.09	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	1	Инстаграм лента видео	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739740679	mobile	23843454739780679	none	none	feed	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	13	0	13.82	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	13	Инстаграм лента картинки	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739740679	mobile	23843454739780679	none	none	feed	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	39	2	25.94	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	39	Инстаграм лента картинки	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739750679	mobile	23843454739690679	none	none	instagram_stories	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	28	0	8.24	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	28	Истории	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739750679	tablet	23843454739690679	none	none	instagram_stories	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	1	0	0.1	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	1	Истории	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739750679	tablet	23843454739690679	none	none	instagram_stories	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	1	0	0.17	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	1	Истории	Obustrojstvo_dolzhnosti	none	другое
35	23843454739720679	23843454739750679	mobile	23843454739690679	none	none	instagram_stories	none	none	instagram	none	facebook_ads	none	none	none	cpc	none	facebook	2019-07-10	94	1	66.83	252	1	none	Campaigns	facebook/cpc	facebook	cpc	act_2182110452051061	none	none	none	94	Истории	Obustrojstvo_dolzhnosti	none	другое
